name;address;nature;nightlife;drink;music;dance;history;sports;art;museum;walk;restaurant;movie
The Tudor Rose;68 The Green;;1;1;1;1;;;;;;;
Thames Chase Forest;Pike Lane, Upminster, United Kingdom;1;;;;;;;;;1;;
Beckenham Green;High St, Beckenham, United Kingdom;1;;;;;;;;;1;;
Museum Gardens;London, United Kingdom;1;;;;;;;;;1;;
Parsons Green;Parsons Green Ln.;1;;;;;;;;;1;;
Sir John McDougall Gardens;London, United Kingdom;1;;;;;;;;;1;;
Berkeley Square;Westminster, London, United Kingdom;1;;;;;;;;;1;;
Anerley Park;Anerley Park;;;;;;;;;;1;;
Broomfield Park;London, United Kingdom;1;;;;;;;;;1;;
Lee Valley Athletics Centre;61 Meridian Way, London, Edmonton, United Kingdom;;;;;;;1;;;;;
Pura Beauty;138 Crouch Hill, London, Crouch End, United Kingdom;;;;;;;;;;;;
South Park;London, United Kingdom;1;;;;;;;;;1;;
Firepower: The Royal Artillery Museum;Royal Arsenal, London, United Kingdom;;;;;;1;;;1;;;
The Lyttelton Arms;1A Camden High St;;1;1;;;;;;;;1;
Sussex Gardens Open Space;London, United Kingdom;1;;;;;;;;;1;;
Wormholt Park;London, United Kingdom;1;;;;;;;;;1;;
Park Hill Park;Fairfield Path, Croydon, United Kingdom;1;;;;;;;;;1;;
Windsor Castle;;;;;;;1;;;1;1;;
Albert Bridge Gardens;London, United Kingdom;;;;;;;;;;1;;
The Greystoke;7 Queens Parade;;1;1;;;;;;;;1;
Upper and Lower Grosvenor Gardens;Grosvenor Gardens, London, United Kingdom;1;;;;;;;;;1;;
The Silver Bullet;5 Station Place;;1;1;1;1;;;;;;;
The Angel;693 Uxbridge Rd.;;1;1;;;;;;;;1;
The King & Tinker;Whitewebbs Lane;;1;1;;;;;;;;1;
The HG Wells;101 Cheam Common Rd.;;;1;;;;;;;;1;
The Ham Polo Club;;;;;;;;1;;;;;
Mayow Park;Mayow Road, London, United Kingdom;1;;;;;;1;;;1;;
Peter Harrison Planetarium;Royal Observatory, Blackheath Avenue, London, United Kingdom;;;;;;;;;1;;;
Little Wormwood Scrubs Recreation Ground;London, United Kingdom;1;;;;;;;;;1;;
Rio's Naturist Club;239-241 Kentish Town Road, London, United Kingdom;;;;;;;;;;;;
Saint Mary's Church Gardens;London, United Kingdom;1;;;;;;;;;1;;
Memorial Park;London, United Kingdom;1;;;;;;;;;1;;
The Lord Denman (Wetherspoon);270-272 Heathway;;1;1;;;;;;;;1;
Mawson Arms;Mawson Ln.;;1;1;;;;;;;;1;
The Alliance;40 Mill Lane;;1;1;;;;;;;;1;
Robin Hood Pub;The Ridgeway;;1;1;;;;;;;;1;
Viva;1-3 Hill Rise, Richmond, United Kingdom;;1;1;1;1;;;;;;;
Orange Tree;;;1;1;;;;;;;;1;
Claddagh Ring;10 Church Road;;1;1;;;;;;;;1;
Tulse Hill Tavern;;;1;1;;;;;;;;1;
The Chequers;177 Southborough Lane;;1;1;;;;;;;;1;
Wimbledon Windmill Museum;Windmill Road, London, United Kingdom;;;;;;1;;;1;;;
The Richmal Crompton (Wetherspoon);23 Westmoreland Place;;1;1;1;1;;;;;;1;
Dean Gardens;London, United Kingdom;1;;;;;;;;;1;;
Millennium Arena;Albert Bridge Rd, London, United Kingdom;;;;;;;1;;;;;
The Railway Hotel;Red Lodge Rd;;1;1;;;;;;;;1;
Osterley House;Jersey Rd.;1;;;;;;;;;1;;
The Nunnery Gallery;181 Bow Road, London, United Kingdom;;;;;;;;1;;;;
Belair Park;Gallery Road, London, United Kingdom;1;;;;;;;;;1;;
Soho Gyms Earls Court;254 Earl's Court Road, London, United Kingdom;;;;;;;1;;;;;
West Heath;London, United Kingdom;1;;;;;;;;;1;;
Millfields Park (North);London, United Kingdom;1;;;;;;;;;1;;
Norwood Park;Salter's Hill, London, United Kingdom;1;;;;;;;;;1;;
Allianz Park;Greenlands Lane, London, United Kingdom;;;;;;;1;;;1;;
Lloyd Park;Coombe Road, Croydon, United Kingdom;1;;;;;;;;;1;;
Argyle Square Gardens;London, United Kingdom;1;;;;;;;;;1;;
Camden Chiropractic;199 Camden High Street, London, Camden Town, United Kingdom;;;;;;;;;;;;
Queens Arms;;;1;1;;;;;;;;1;
The Old Hall Tavern;Hall Lane;;1;1;;;;;;;;1;
Pinner Memorial Park;United Kingdom;1;;;;;;;;;1;;
Pinner Village Gardens;United Kingdom;1;;;;;;;;;1;;
Chariots;292 Streatham High Road, London, United Kingdom;;;;;;;1;;;;;
Dulwich Park;College Road, London, United Kingdom;1;;;;;;;;;1;;
The Sporting Green;129 Hertford Road;;1;1;;;;;;;;;
Saint Stephens Gardens and Shrewsbury Gardens;London, United Kingdom;1;;;;;;;;;1;;
Barn Elms Playing Fields;London, United Kingdom;1;;;;;;;;;1;;
Hampton Court Maze;A308, East Molesey, United Kingdom;1;;;;;;;;;1;;
Saint Paul's Churchyard Gardens;London, United Kingdom;;;;;;1;;;;1;;
Saint Mary Magdalene Garden;London, United Kingdom;1;;;;;1;;;;1;;
No.2 Court;London, United Kingdom;;;;;;;1;;;;;
Hampton Village Green;United Kingdom;1;;;;;;;;;1;;
Centre Court;London, United Kingdom;;;;;;;1;;;;;
Caledonian Park;London, United Kingdom;1;;;;;;;;;1;;
The Fig Tree;49 Windsor St;;;1;;;;;;;;1;
Shepherds Bush Common;London, United Kingdom;1;;;;;;;;;1;;
No.3 Court;London, United Kingdom;;;;;;;1;;;;;
The Normanby;231 Putney Bridge Road;;1;1;;;;;;;;1;
Radnor Gardens;United Kingdom;1;;;;;;;;;1;;
Millwall Park;Manchester Road, London, United Kingdom;1;;;;;;;;;1;;
Central Park;Romford, United Kingdom;1;;;;;;;;;1;;
The Fox & Duck;194 Petersham Rd;;1;1;;;;;;;;1;
Pedlars Park;London, United Kingdom;1;;;;;;;;;1;;
Pepper St Ontiod;21 Pepper St;;1;1;;;;;;;;1;
The Cavalier;67 Russell Lane;;1;1;;;;;;;;1;
Nelson Square;London, United Kingdom;;;;;;1;;;;1;;
The Markfield Beam Engine;Markfield Road, London, United Kingdom;;;;;;1;;;1;;;
Four Corners;121 Roman Road, London, United Kingdom;;;;;;;;1;;;;
Clapton Square;London, United Kingdom;;;;;;;;;;1;;
South Norwood Leisure Centre;164 Portland Road, London, United Kingdom;;;;;;;1;;;;;
Abercorn Arms;76 Church Road;;1;1;;;;;;;;;
Trent Park;Cockfosters Road, Enfield, Barnet, United Kingdom;1;;;;;;;;;1;;
The Orchard;Ickenham Rd.;;;1;;;;;;;;1;
Teddington Lock;;1;;;;;;;;;1;;
The Hemingway;64 Victoria Park Road;;1;1;;;;;;;;1;
Dalston Eastern Curve Garden;13 Dalston Lane, London, United Kingdom;1;;;;;;;;;1;;
Dalston Roof Park;The Print House, 18-22 Ashwin Street, London, United Kingdom;1;;;;;;;;;1;;
Crystal Palace Concert Bowl;London, United Kingdom;1;;;1;;;;;;1;;
Slade Gardens;London, United Kingdom;1;;;;;;;;;1;;
Centralheat Acton;14-16 Churchfield Road, London, United Kingdom;;;;;;;;;;;;
Boston Manor Park;United Kingdom;1;;;;;;1;;;1;;
Camden Town Brewery;55-59 Wilkin Street Mews;;1;1;;;;;;;;;
Tabard Gardens;London, United Kingdom;1;;;;;;;;;1;;
The White Bear;40 Ickenham Rd.;;1;1;;;;;;;;1;
St. John's Wood;Everywhere!;;;;;;1;;;;1;;
Kings Arms;;;1;1;1;;;;;;;;
Ridgeway Park;London, United Kingdom;1;;;;;;;;;1;;
Lewisham Park;London, United Kingdom;1;;;;;;;;;1;;
South Norwood Recreation Ground;London, United Kingdom;1;;;;;;;;;1;;
TeamSport Indoor Karting North London;30 Nobel Road, London, United Kingdom;;;;;;;1;;;;;
Uxbridge Cricket Club;Park Road, Uxbridge, United Kingdom;;;;;;;1;;;;;
Italian Gardens;London, United Kingdom;1;;;;;;;;;1;;
Lampton Park;Hounslow, United Kingdom;1;;;;;;;;;1;;
Woodcroft Park;London, United Kingdom;1;;;;;;;;;1;;
Norbury Park;London, United Kingdom;1;;;;;;;;;1;;
Obelisk;30 Old Church Rd.;;;;;;1;;;;1;;
Furzedown Recreation Ground;London, United Kingdom;;;;;;;1;;;;;
Forster Memorial Park;Bromley, United Kingdom;1;;;;;;;;;1;;
Ravensbourne Park Gardens;London, United Kingdom;1;;;;;;;;;1;;
The Shy Horse;;;1;1;;;;;;;;1;
Espace Prive;1 Courtnell Street, London, United Kingdom;;;;;;;;;;;;
hydrohealing;216a Kensington Park Road, Notting Hill, London, United Kingdom;;;;;;;;;;;;
Seven Kings Park;Ilford, United Kingdom;1;;;;;;;;;1;;
Fitness First Tower Hill;1 America Square, London, United Kingdom;;;;;;;1;;;;;
Bermondsey Spa Gardens;London, United Kingdom;1;;;;;;;;;1;;
Hazelwood Sports Club;Ridge Ave, London, Winchmore Hill, United Kingdom;;;;;;;1;;;;;
Wenlock and Essex;18-26 Essex Rd;;1;1;;;;;;;;1;
The Soho Lounge;Dean Street, London, soho, United Kingdom;;1;1;1;1;;;;;;1;
Crease Park;Village Way, Beckenham, United Kingdom;1;;;;;;;;;1;;
http Gallery;61 Ashfield Road, London, United Kingdom;;;;;;;;1;1;;;
The Paddock Community Nature Park;London, United Kingdom;1;;;;;;;;;1;;
The Church;Clapham Grand, 21-25 Saint John's Hill, Clapham Junction, London, United Kingdom;;1;1;1;1;;;;;;;
Nevern Square;London, United Kingdom;;;;;;;;;;1;;
Conway Gina;62 Westbourne Grove, London, United Kingdom;;;;;;;;;;;;
The Old Sweet Shop;11 Brookwood Road, London, United Kingdom;;;;;;;;1;;;;
Saint Paul's Churchyard;London, United Kingdom;;;;;;1;;;;1;;
Mill Hill Gardens;London, United Kingdom;1;;;;;;;;;1;;
Fairland Park;London, United Kingdom;1;;;;;;;;;1;;
Club Karma;10 High Street, London, United Kingdom;;1;1;1;1;;;;;;;
Canary Wharf;Canary Wharf;;;;;;;;;;1;;
David Lloyd;Bushey Road, Raynes Park, London, London, United Kingdom;;;;;;;1;;;;;
Sanctuary Spa Covent Garden;12 Floral Street, London, United Kingdom;;;;;;;1;;;;;
The Middlesex Arms;Long Drive;;1;1;;;;;;;;1;
The Purley Arms;;;1;1;;;;;;;;;
Spa & Massage;123 Queensway, London, United Kingdom;;;;;;;;;;;;
V&A Museum of Childhood;Cambridge Heath Road, London, United Kingdom;;;;;;;;;1;;;
The Queens Arms;1 Kilburn High Rd.;;1;1;1;;;;;;;1;
Fox On The Hill (Wetherspoon);149 Denmark Hill;;1;1;1;;;;;;;1;
The Coach And Horses Bexley;7-56 N Cray Rd;;1;1;1;;;;;;;1;
The Kenley Hotel;62 Godstone Rd;;1;1;1;;;;;;;1;
Mabley Green;London, United Kingdom;1;;;;;;1;;;1;;
West Ham United Football Club;Boleyn Ground, Green St, London, United Kingdom;;;;;;;1;;;;;
George And Dragon;;;1;1;1;1;;;;;;1;
Kingsfield Arms;111 Bessborough Road;;;1;;;;;;;;1;
Boleyn Cinema;7-11 Barking Road, London, United Kingdom;;;;;;;;;;;;1
The Sun;North street;;1;1;1;1;;;;;;1;
Lordship Recreation Ground;Lordship Lane, London, United Kingdom;1;;;;;;;;;1;;
Barking;Everywhere!;;;;;;;;;;1;;
The Aspen Tree;;;1;1;1;;;;;;;1;
Warwick Square;London, United Kingdom;;1;1;1;;;;;;;1;
Croham Hurst;Upper Selsdon Road;1;;;;;;;;;1;;
Prince of Wales Adult Sauna;98 Morden Road, London, Merton, United Kingdom;;1;1;;;;;;;;1;
The General Elliot;;;1;1;1;;;;;;;1;
Highlands Gardens;Leicester Road, Barnet, United Kingdom;1;;;;;;;;;1;;
Bar 3 Zero;30 Corbets Tey Road, Town Centre, Upminster, United Kingdom;;1;1;1;;;;;;;1;
Aqua Sculpture Day Spa;324 King Street, London, United Kingdom;;;;;;;;;;;;
Deane Park;United Kingdom;1;;;;;1;;;;1;;
Garratt Green;Aboyne Road, London, United Kingdom;1;;;;;;;;;1;;
Barham Park;Harrow Road, Sudbury, United Kingdom;1;;;;;;;;;1;;
Railway Tavern;23 Crouch End Hill;;1;1;;;;;;;;1;
Wolf Fields;United Kingdom;1;;;;;;;;;1;;
Kew Palace;Royal Botanic Gardens, Richmond, United Kingdom;;;;;;;;;;1;;
The Bloated Mallard;3 Victoria rd;;1;1;1;1;;;;;;1;
The Crown & Sceptre (Wetherspoon);2a Streatham Hill;;1;1;;;;;;;;1;
Langton Gardens;United Kingdom;1;;;;;;;;;1;;
Cambridge Gardens;United Kingdom;1;;;;;1;;;;1;;
The Goldengrove (Wetherspoon);146-148 The Grove;;1;1;1;;;;;;;1;
Drayton Park;66 Drayton Park;;1;1;;;;;;;;1;
Hampton Common;Hampton, United Kingdom;1;;;;;;;;;1;;
Larkshall;205 Larkshall Road;;1;1;1;;;;;;;1;
Margaret McMillan Park;London, United Kingdom;1;;;;;;;;;1;;
Russell Park;Long Lane, Bexleyheath, United Kingdom;1;;;;;;;;;1;;
Normand Park;London, United Kingdom;1;;;;;;;;;1;;
Saint Peter's Square Garden;London, United Kingdom;;;;;;;;;;1;;
Kennington Park;Kennington Park Road, London, United Kingdom;1;;;;;;;;;1;;
Frank Banfield Park;London, United Kingdom;1;;;;;;;;;1;;
Geraldine Mary Harmsworth Park;London, United Kingdom;1;;;;;;;;;1;;
Frank's Park;United Kingdom;1;;;;;;;;;1;;
Woodcock Park;Harrow, United Kingdom;1;;;;;;;;;1;;
Hylands Park;United Kingdom;;;;;;;;;;1;;
Empire Cinemas Bromley;242 High Street, Bromley, United Kingdom;;;;;;;;;;;;1
Cinema Museum;2 Dugard Way, London, United Kingdom;;;;;;;;;1;;;1
Union Nightclub;Union Nightclub, 66 Albert Embankment, London, United Kingdom;;1;1;1;1;;;;;;;
Capel Manor College Gardens;United Kingdom;1;;;;;;;;;1;;
Kennington Park Tennis Courts;;;;;;;;1;;;;;
Paddington Green;London, United Kingdom;;;;;;;;;;1;;
The Wrong 'Un (Wetherspoon);234-236 The Broadway;;1;1;;;;;;;;1;
The King's Ford (Wetherspoon);250-252 Chingford Mount Rd.;;1;1;;;;;;;;1;
The Miller's Well (Wetherspoon);419-421 Barking Rd.;;1;1;;;;;;;;1;
The New Fairlop Oak (Wetherspoon);Fencepiece Rd.;;1;1;;;;;;;;1;
The Sir John Oldcastle (Wetherspoon);29-35 Farringdon Rd;;1;1;;;;;;;;1;
The Moon on the Square (Wetherspoon);Unit 30 The Centre;;1;1;;;;;;;;1;
The Kings Tun (Wetherspoon);153-157 Clarence St;;1;1;;;;;;;;1;
The Walnut Tree (Wetherspoon);857-861 High Rd.;;1;1;;;;;;;;1;
The Sovereign of the Seas (Wetherspoon);109-111 Queensway;;1;1;;;;;;;;1;
The Sir Julian Huxley (Wetherspoon);152-154 Addington Rd.;;1;1;;;;;;;;1;
Goodman's Field (Wetherspoon);87-91 Mansell St.;;1;1;;;;;;;;1;
The Whispering Moon (Wetherspoon);25 Ross Parade;;1;1;;;;;;;;1;
Compass Theatre;Glebe Av;;;;;;;;;;;;
Hillingdon Court Park;Uxbridge, United Kingdom;1;;;;;;;;;1;;
Mannions;Harrow Rd;;1;1;;;;;;;;;
The Beehive;333 Staines Rd;;;1;1;;;;;;;1;
The Preston Pub;;;;1;;;;;;;;1;
Chiswick Health & Wellness;300-302 Chiswick High Road, London, United Kingdom;;;;;;;;;;;;
Dugdale Centre Theatre;39 London Rd.;;;;;;;;;;;;
Malt Shovel pub;;;;1;;;;;;;;1;
Cuckoo Park;London, United Kingdom;1;;;;;;;;;1;;
Wood Green Common;London, United Kingdom;1;;;;;;;;;1;;
Roxbourne Park;United Kingdom;1;;;;;;;;;1;;
Birchwood Pub;;;1;1;1;;;;;;;1;
Fox & Hounds Carshalton;High strwet;;1;1;;;;;;;;1;
South London Theatre;2a Norwood High St.;;;;;;;;;;;;
The Dutch House;Sidcup Road;;1;1;;;;;;;;1;
Visage Bar;442 Cranbrook Rd.;;1;1;1;1;;;;;;;
Rose And Crown;;;;1;;;;;;;;1;
Kenneth More Theatre;Clements Rd;;;;;;;;;;;;
Centaurs Rugby Club;London, United Kingdom;;;;;;;1;;;;;
Sir Joseph Hood Memorial Recreation Ground;Marina Avenue, London, United Kingdom;1;;;;;;;;;1;;
Kneller Gardens;United Kingdom;1;;;;;;;;;1;;
The Joiners Arms;;;1;1;1;1;;;;;;;
New Eltham;Sidcup Road;;;1;;;;;;;;1;
Mitcham Common;Croydon Road, Mitcham, United Kingdom;1;;;;;;;;;1;;
The Mill House Ecology Centre;Windmill Road, Mitcham, United Kingdom;1;;;;;;;;;1;;
Sparrows Den Playing Fields;United Kingdom;1;;;;;;1;;;1;;
Premier Laser Clinic;2 Wellington Terrace, London, United Kingdom;;;;;;;;;;;;
Rockingham Recreation Ground;Uxbridge, United Kingdom;1;;;;;;;;;1;;
Wendell Park;London, United Kingdom;1;;;;;;;;;1;;
The Cellars;125 Newington Green Rd.;;1;1;;;;;;;;1;
Carshalton Park;United Kingdom;1;;;;;;;;;1;;
Vue Cinema Piccadilly Circus;19 Regent Street, London, United Kingdom;;;;;;;;;;;;1
Ropemakers Field;London, United Kingdom;1;;;;;;;;;1;;
The Grovesnor;79 Grovesnor Rd;;1;1;;;;;;;;1;
Euston Square Gardens;London, United Kingdom;1;;;;;;;;;1;;
Kilkenny Tavern;131 Merton High Street;;1;1;1;1;;;;;;;
The Crayford Arms - Shepherd Neame;37 Crayford High Street;;1;1;1;;;;;;;;
The Kings Arms;Leaves Green Rd;;1;1;1;;;;;;;1;
The Bloomsbury;;;;1;;;;;;;;1;
Wandsworth Museum;38 West Hill, London, United Kingdom;;;;;;;;;1;;;
Stubbers Adventure Centre;Ockendon Rd.;1;;;;;;1;;;;;
The Commercial;212 Railton Rd.;;1;1;1;;;;;;;1;
Blake Recreation Ground;Beckenham Road, West Wickham, United Kingdom;1;;;;;;;;;1;;
The Musical Museum;United Kingdom;;;;1;;;;;1;;;
The Nest;36 Stoke Newington Rd.;;1;1;1;1;;;;;;;
Gertie Brownes;;;1;1;1;;;;;;;;
The Station House;Station Buildings;;1;1;;;;;;;;1;
Beckenham Rugby Football Club;United Kingdom;;;;;;;1;;;;;
Betts Park;Anerley Road, London, Penge, United Kingdom;1;;;;;;;;;1;;
Hare and Hounds;216 Upper Richmond Road West;;1;1;;;;;;;;1;
Heavers Meadow;London, United Kingdom;1;;;;;;;;;1;;
The Three Travellers;;;1;1;;;;;;;;1;
Eastbury Manor House;Eastbury Square;;;;;;1;;;;1;;
Rush Green Allotments;Wolseley Rd;1;;;;;;;;;1;;
Wanstead Green;The Green;1;;;;;;;;;1;;
Blue Elephant Theatre;;;;;;;;;;;;;
Abbots Park;London, United Kingdom;1;;;;;;1;;;1;;
London Motor Museum;3 Nestles Avenue, Hayes, United Kingdom;;;;;;;;;1;;;
Strawberry Hill House;268 Waldegrave Road, Twickenham, United Kingdom;;;1;;;1;;;1;1;1;
Chinbrook Meadows Cricket Ground;London, United Kingdom;1;;;;;;1;;;1;;
Crown Cricklewood;;;;1;;;;;;;;1;
The Crock Of Gold;;;1;1;;;;;;;;1;
Barra Hall Park;Freemans Lane, London, United Kingdom;1;;;;;;;;;1;;
The Ship Inn;290 Westferry Rd;;;1;;;;;;;;1;
The Devonshire House (Wetherspoon);2-4 The Broadway;;1;1;1;;;;;;;1;
Morden Park Pool;London Road, Morden, United Kingdom;;;;;;;1;;;;;
Croydon Road Recreation Ground;Croydon Road, Beckenham, United Kingdom;1;;;;;;1;;;1;;
Ranger's House (Wernher Collection);Chesterfield Walk, London, United Kingdom;;;;;;1;;;1;;;
Home Of Charles Darwin;Luxted Road, Downe, United Kingdom;;;;;;1;;;1;;;
Shanakee;;;1;1;1;;;;;;;;
Mostyn Gardens;London, United Kingdom;1;;;;;;;;;1;;
Abbey Recreation Ground;London, United Kingdom;1;;;;;;;;;1;;
Pawleyne Arms;177-195 High St;;;1;;;;;;;;;
Montagu Square;London, United Kingdom;;;;;;;;;;1;;
Magpie & Crown;128 High St.;;1;1;;;;;;;;1;
Crown & Anchor;246 Brixton Rd;;1;1;;;;;;;;1;
Cranford Park;London, United Kingdom;1;;;;;;;;;1;;
Barnet Museum;Barnet, United Kingdom;;;;;;1;;;1;;;
The Three Blackbirds;Blendon Rd;;1;1;;;;;;;;1;
The Gate;Rickmansworth Rd, Northwood;;;1;;;;;;;;1;
Silkstream Park;United Kingdom;1;;;;;;;;;1;;
St Luke's Gardens;Sydney Street, London, United Kingdom;1;;;;;;;;;1;;
Romford;Everywhere!;;;;;;;;;;1;;
The Granaries;6 Overtons Yard, Croydon, Surrey, United Kingdom;;1;1;1;1;;;;;;;
The Old Salt Quay;1-10 Katherine Close;;;1;;;;;;;;1;
Seears Park;Sutton, United Kingdom;1;;;;;;;;;1;;
Fulham Football Club Training Ground;London, Motspur Park, New Malden, United Kingdom;;;;;;;1;;;;;
Royal Standard Blackheath;44 Vanburgh Park;;1;1;1;;;;;;;1;
Bridge Bar;;;1;1;;;;;;;;;
Arcola Theatre;24 Ashwin St.;;;;;;;;;;;;
King's Stairs Gardens;London, United Kingdom;1;;;;;;;;;1;;
Zen Spa London;32-34 Notting Hill Gate, London, United Kingdom;;;;;;;;;;;;
Carville Hall Park;United Kingdom;1;;;;;;;;;1;;
Saint Matthew's Church Gardens;London, United Kingdom;;;;;;;;;;1;;
Harrow Museum and Heritage Centre;Harrow, United Kingdom;;;;;;1;;;1;;;
Church Field Gardens;United Kingdom;1;;;;;;1;;;1;;
Pools On The Park;Old Deer Park, Twickenham Road, Richmond, United Kingdom;1;;;;;;1;;;;;
The Pavilion;North Pole Rd.;;1;1;;;;;;;;1;
Captain Morgans;Field End Road;;1;1;;;;;;;;;
The Old Fox;16 High Rd;;1;1;;;;;;;;;
The Birkbeck Tavern;45 Langthorne Rd.;;;;;;;;;;;;
Whirled Cinema;259-260 Hardess Street, London, United Kingdom;;;;;;;;;;;;1
The Artesian Well;693 Wandsworth Rd.;;1;1;1;1;;;;;;;
Grand Kobkun;42 Queensway, London, United Kingdom;;;;;;;;;;;;
Trowlock Island;United Kingdom;1;;;;;;;;;1;;
Gunnersbury Park;Pope's Lane, London, United Kingdom;1;;;;;1;;;;1;;
Odeon Cinema Uxbridge;The Chimes Shopping Centre, Uxbridge, United Kingdom;;;;;;;;;;;;1
Rocks Lane Multi Sport Centres;60 Chiswick Common Road, London, United Kingdom;;;;;;;1;;;;;
Valence House Museum;Beacontree Avenue, London, United Kingdom;;;;;;;;;1;;;
Proud2;Peninsula Square, London, Greenwich, United Kingdom;;1;1;1;1;;;;;;;
Minestrone Of Sound;460 Old Ford Road;;1;1;1;1;;;;;;;
Hornchurch Stadium;Bridge Avenue, London, United Kingdom;;;;;;;1;;;;;
Chessington Oak;;;;1;;;;;;;;1;
EF MediSpa;29 Kensington Church Street, London, United Kingdom;;;;;;;;;;;;
Funky Brownz;63-65 The Hyde;;1;1;1;1;;;;;;1;
Northway Gardens;London, United Kingdom;1;;;;;;;;;1;;
Lyttelton Playing Fields;London, United Kingdom;1;;;;;;;;;1;;
Blagdon Road Open Space;United Kingdom;1;;;;;;;;;1;;
TeamSport Indoor Karting;Tower Bridge Business Complex, 100 Clement's Road, London, United Kingdom;;;;;;;1;;;;;
Old Dagenham Park;Ballards Road, Dagenham, United Kingdom;1;;;;;;;;;1;;
London Motorcycle Museum;Ravenor Farm, 29 Oldfield Lane, Greenford, London, United Kingdom;;;;;;;;;1;;;
Preston Park;Wembley, United Kingdom;1;;;;;;;;;1;;
Chelsea FC;Stamford Bridge, Fulham Road, London, United Kingdom;;;;;;;1;;;1;;
Harringay;Harringay;;;1;;;;;;;1;1;
Tooting Bec Common;London, United Kingdom;1;;;;;;;;;1;;
Dartmouth Park;Islington, London, United Kingdom;1;;;;;;;;;1;;
Bury Lodge Gardens;London, United Kingdom;1;;;;;;;;;1;;
The Weaver Pub;;;1;1;;;;;;;;;
The Gym West Hampstead;Unit D2, 41 Fortune Green Road, London, United Kingdom;;;;;;;1;;;;;
Bruce Castle Museum;Lordship Lane, London, United Kingdom;;;;;;;;;1;;;
Saint John's Gardens;London, United Kingdom;1;;;;;;;;;1;;
Havering Museum Ltd;19-21 High Street, Romford, United Kingdom;;;;;;;;;1;;;
Rom Skatepark;Upper Rainham Road, Hornchurch, United Kingdom;;;;;;;1;;;;;
Wembley Stadium;London, United Kingdom;;;;1;;;1;;;;;
The Sussex Arms;5-27 Staines Rd;;1;1;1;;;;;;;1;
White Horse;118 High Rd.;;1;1;1;;;;;;;1;
Whitehall Recreation Ground;Southlands Road, Bromley, United Kingdom;;;;;;;;;;1;;
Flanagans of Battersea;;;1;1;1;;;;;;;1;
Brent Lodge Park;London, United Kingdom;1;;;;;;;;;1;;
Ranelagh Gardens;London, United Kingdom;1;;;;;;;;;1;;
Saint Andrew's Park;United Kingdom;1;;;;;;;;;1;;
Old Actonians Association Sports Club;London, United Kingdom;;;;;;;1;;;;;
Wettern Tree Gardens;United Kingdom;1;;;;;;;;;1;;
The Fairfield Recreation Ground;Fairfield Road, Kingston upon Thames, United Kingdom;1;;;;;;;;;1;;
Carlisle Park;Wensleydale Road, London, United Kingdom;1;;;;;;1;;;1;;
Windsor Open Space;London, United Kingdom;1;;;;;;;;;1;;
Tanner Street Park;Tanner Street, London, United Kingdom;1;;;;;;;;;1;;
Electric Lounge;120 High St.;;1;1;1;1;;;;;;;
Trinity Church Square;London, United Kingdom;;;;;;;;;;1;;
The Point;Point Hill, London, United Kingdom;;;;;;;;;;1;;
Windmill Gardens;London, United Kingdom;1;;;;;;;;;1;;
Bulstrode Pub;55 Lampton Road;;1;1;1;;;;;;;1;
Rowberry Mead;London, United Kingdom;;;;;;;;;;1;;
Golders Hill Park Deer Enclosure;London, United Kingdom;1;;;;;;;;;1;;
Crystal Palace Museum;Anerley Hill, London, United Kingdom;;;;;;;;;1;;;
Zombie Land Skatepark;Unit 7, Guardian Business Centre, Faringdon Avenue, Romford, United Kingdom;;;;;;;1;;;;;
The London West Bank Gallery;133-137 Westbourne Grove, London, United Kingdom;;;;;;;;1;;;;
Poplar Recreation Ground;London, United Kingdom;1;;;;;;;;;1;;
Wimbledon Fine Art;41 Church Road, London, United Kingdom;;;;;;;;1;;;;
Kenton Cricket & Lawn Tennis Club Ground;Harrow, United Kingdom;;;;;;;1;;;;;
Kew Cricket Club;;1;;;;;;1;;;1;;
Wimbledon Lawn Tennis Museum;Church Road, London, United Kingdom;;;;;;;1;;1;;;
Brookmill Park;London, United Kingdom;1;;;;;;;;;1;;
Champers Wine Bar;;;1;1;1;;;;;;;1;
Wimbledon Art Studios;10 riverside road;;;;;;;;1;;;;
Cineworld West India Quay;Hertsmere Road, West India Quay, London, United Kingdom;;;;;;;;;;;;1
Stepney Green Park;London, United Kingdom;1;;;;;;;;;1;;
Lloyds Bar;;;1;1;1;;;;;;;;
Ravensbourne Arms;323 Lewisham High St.;;1;1;1;;;;;;;1;
Maze Inn;7 chase side, southgate;;1;1;1;1;;;;;;;
The St James Tavern;;;1;1;1;1;;;;;;1;
Queen Mary's Gardens;London, United Kingdom;1;;;;;;;;;1;;
Athelstan Recreation Ground;Kingston upon Thames, United Kingdom;1;;;;;;;;;1;;
The Windsor Castle;23 Francis St.;;;;;;1;;;;1;;
Dove Spa at Virgin Active;17A Old Court Place, London, United Kingdom;;;;;;;;;;;;
Tokarska Gallery;163 Forest Road, London, United Kingdom;;;;;;;;1;;;;
Vue Cinema;West 12 Shopping Centre, Shepherd's Bush Green, London, United Kingdom;;;;;;;;;;;;1
Haydons Road Recreation Ground;Haydon's Road, London, United Kingdom;1;;;;;;;;;1;;
Hounslow Heath;Hounslow, United Kingdom;1;;;;;;;;;1;;
